product_name,vendor_name,taxonomy_category,taxonomy_sub_category,product_description
Jalepeno,CAPSIFI,Enterprise Platforms,Workflow and Business Process Management (W-BPM),"Capsifi's Jalapeno is a cloud-based modeling platform for strategic planning and business transformation from strategy through execution. Our dynamic, integrated business models establish contextual relationships between fragmented views of business innovation, transformation scope and program delivery. Our dynamic, role-based dashboards provide traceability, alignment and holistic insights, reducing risk and accelerating outcomes.

A cloud-based business modeling platform, which supports planning and managing a business transformation from conception through data governance to execution.

Enterprise architecture Management (EAM) tools allow organizations to examine both the need for and the impact of
change. They capture the interrelationships and interdependencies within and between an ecosystem
of partners, operating models, capabilities, people, processes, information, and applications and
technologies. They provide a central repository to capture data and metadata about the artifacts that
an enterprise cares about and their related life cycles. Models represent the relationships between
these artifacts and are themselves treated as assets that help describe and shape the future of the
enterprise. EA tools help with investment decisions for both IT and the broader enterprise. When
models are combined with operational performance data, they can help improve business outcomes
and shape the construction and ongoing development of digital platforms."
Field Service,ORACLE,Enterprise Platforms,Field / Dispatch Services Management (FDSM),"Field Service provides specialized functionality for scheduling and dispatching tasks to field technicians, and monitoring the progress and status of those tasks through to completion. The application has a full range of debrief capabilities to support call closure and reporting time, parts, and expenses associated with the execution of the task. The application also includes street level routing capabilities through Oracle Advanced Scheduler when used in conjunction with spatial data. Oracle Spares Management provides logistics and inventory planning features. A Preventative Maintenance module is included for planned work."
I Controller,APPTRICITY CORP,Enterprise Platforms,Field / Dispatch Services Management (FDSM),"Activation fee for RF ID on Fios Vehicles real time visibility for vehicles. Asset tracking system. Inventory control. trucks that have certain types of material. 1 year warranty 17.35 per vehicle. Pricing locked in through 2020. Helps make decisions of where inventory needs to go. MA 00565-2017. 
I-Connect Devices allow you to track items with Bluetooth and RFID tags.
RTLS/GPS tags allow you to track items with Satellite or LTE network."
IT Service Managment Professional,SERVICENOW INC,Enterprise Platforms,Enterprise Services Management (ESM),ServiceNow is a ticketing tool that processes and catalogs customer service requests.
Helix,BMC SOFTWARE INC,Enterprise Platforms,Enterprise Services Management (ESM),"BMC Helix (Formerly Remedy) is a ticketing tool and there are so many features in it. It is a way to track your ticket Request(Configuration),Incident(Severity issues), Problem management(Code changes,tool fault), Change management(Some planned deployment) etc. BMC Helix Custom Applications on Prem - Concurrent User LIcense (formerly known as Remedy Custom Applications - Concurrent User License - ESO)"
Operations Orchestration (OO),MICRO FOCUS US INC,Enterprise Platforms,Enterprise Services Management (ESM),"Micro Focus Operations Orchestration (OO) software automates simple tasks, such as auto archiving, and complex tasks, such as disaster recovery planning. It provides the means to automate processes that include managing and provisioning a virtual infrastructure."
Enterprise Architecture Management (EAM),LEANIX,Enterprise Platforms,Enterprise Architecture Management (EAM),"LeanIX backs your Enterprise Architecture to leverage technology, make decisions, and manage change with our outcome-driven approach. The flexible, best practice data model is the foundation to meet all future business challenges."
"Tririga, bridge content and subscription",IBM,Management & Governance,Asset Management,"Intelligent real estate and facilities management solution. Through the smart application of data, IoT and AI, TRIRIGA helps you unlock key information and insights, giving greater visibility into space and facility utilization, occupant experience, capital projects, and lease administration and accounting."
Facility & Project Center,ACCRUENT LLC,Management & Governance,Asset Management,"Software focused on real estate and facilities life cycle, including transaction management, lease administration and space optimization"
Property Shark,YARDI SYSTEMS INC,Management & Governance,Asset Management,"Yardi Voyager is a web-based, fully integrated end-to-end platform with mobile access for larger portfolios to manage operations, execute leasing, run analytics, and provide innovative resident, tenant, and investor services. Cloud based property management and accounting platform for both commercial and residential entities."
